customer_id,full_name,date_of_birth,country,country_risk_level,customer_segment,kyc_status,pep_flag,customer_since
CUST000048,Zara Clarke,1983-08-02,Turkey,High,Retail,Verified,0,2021-07-11
CUST000049,Grace Robinson,1985-08-01,United Arab Emirates,Medium,Retail,Verified,0,2023-12-22
CUST000050,Adam Wright,1967-12-14,Turkey,High,Retail,Pending Review,0,2025-08-21
CUST000051,Amelia Wright,1975-03-22,Canada,Low,Retail,Verified,0,2022-07-13
CUST000052,Maya Ahmed,1967-10-25,India,Medium,Retail,Verified,0,2025-05-01
CUST000053,James Wilson,1949-01-01,India,Medium,SME,Verified,0,2021-03-23
CUST000054,Aisha Thomas,1959-11-28,Spain,Low,Retail,Verified,0,2021-11-05
CUST000055,Noah Hussain,1979-11-18,Singapore,Low,Retail,Verified,0,2022-09-22
CUST000056,Adam Green,1949-05-28,Italy,Low,Retail,Verified,0,2026-05-19
CUST000057,James Hussain,1949-04-30,France,Low,Retail,Verified,0,2022-04-07
CUST000058,Maya Clarke,1955-03-24,Italy,Low,Retail,Verified,1,2024-07-27
CUST000059,Noah Wilson,2003-07-04,Spain,Low,SME,Verified,0,2023-11-16
CUST000060,Amelia Thomas,1948-08-08,United Arab Emirates,Medium,Retail,Verified,0,2025-11-21
CUST000061,Mia Walker,2005-02-09,Nigeria,High,Retail,Verified,0,2022-08-28
CUST000062,Adam Brown,1969-08-11,Singapore,Low,SME,Verified,0,2023-07-18
CUST000063,Isabella Khan,1943-09-06,Germany,Low,SME,Verified,0,2021-02-22
CUST000064,Fatima Ali,1949-08-04,Italy,Low,Retail,Verified,0,2023-01-28
CUST000065,Amelia Miller,1952-10-01,Canada,Low,SME,Verified,0,2021-08-03
CUST000066,Aisha Clarke,1960-02-08,Canada,Low,SME,Verified,0,2022-01-22
CUST000067,Aisha Wright,1972-10-15,Nigeria,High,Corporate,Verified,0,2023-10-16
CUST000068,Ali Robinson,1947-09-06,Singapore,Low,SME,Verified,0,2022-08-27
CUST000069,Leo Wright,1960-11-29,Nigeria,High,Retail,Failed,0,2024-07-22
CUST000070,Daniel Wilson,1976-03-29,Pakistan,Medium,Retail,Verified,0,2022-08-30
CUST000071,Mia Wright,1947-03-14,Singapore,Low,Retail,Failed,0,2024-11-14
CUST000072,Leo Ahmed,2006-07-21,Pakistan,Medium,Retail,Pending Review,0,2022-08-15
CUST000073,Aisha Hall,1946-06-11,Spain,Low,Retail,Verified,0,2021-02-12
CUST000074,Zara Clarke,1994-06-18,Canada,Low,Retail,Verified,0,2025-09-10
CUST000075,Lucas Young,1992-10-09,United Arab Emirates,Medium,Retail,Verified,0,2024-05-25
CUST000076,Mia Young,1954-02-25,Pakistan,Medium,Retail,Pending Review,0,2022-04-03
CUST000077,Noah Jones,1998-05-01,Pakistan,Medium,Retail,Verified,0,2022-08-31
CUST000078,Muhammad Robinson,1979-02-28,United Kingdom,Low,Retail,Verified,0,2022-02-03
CUST000079,Daniel Green,1982-12-19,Spain,Low,Retail,Verified,0,2025-09-25
CUST000080,Mia Davies,1968-09-26,Spain,Low,Retail,Verified,0,2024-04-10
CUST000081,Adam Smith,1952-06-20,Canada,Low,SME,Verified,0,2026-05-22
CUST000082,Amelia Hall,2005-08-08,Italy,Low,Retail,Verified,0,2022-11-17
CUST000083,Ali Patel,1952-09-09,France,Low,Retail,Verified,0,2025-12-11
CUST000084,Zara Green,1945-03-08,Singapore,Low,Retail,Verified,0,2025-11-18
CUST000085,Leo Robinson,2007-08-16,Italy,Low,Retail,Verified,0,2022-04-16
CUST000086,Amelia Green,2002-04-06,Spain,Low,Retail,Verified,0,2023-10-25
CUST000087,Oliver Davies,1977-07-27,Nigeria,High,Retail,Verified,0,2021-10-24
CUST000088,Muhammad Wright,1988-11-09,Turkey,High,Retail,Verified,0,2023-11-19
CUST000089,Adam Wright,1959-04-24,France,Low,SME,Verified,0,2022-03-14
CUST000090,Aisha Davies,1944-03-19,Spain,Low,SME,Verified,0,2022-10-30
CUST000091,Isabella Green,1947-02-07,Canada,Low,SME,Verified,0,2021-08-28
CUST000092,Lucas Smith,1959-04-02,Nigeria,High,Retail,Verified,0,2024-05-24
CUST000093,James Ahmed,1988-11-11,Italy,Low,Retail,Verified,0,2021-08-18
CUST000094,Lucas Ahmed,2007-05-06,Canada,Low,Retail,Verified,0,2023-01-13
CUST000095,Leo Walker,1965-08-17,Germany,Low,Corporate,Verified,0,2023-10-17
CUST000096,Muhammad Taylor,1977-09-05,Germany,Low,SME,Verified,0,2022-12-23
CUST000097,Muhammad Khan,1986-08-02,Canada,Low,Retail,Verified,0,2024-06-06
CUST000098,Oliver Jones,1955-10-15,Netherlands,Low,Retail,Verified,0,2022-09-13
CUST000099,Hannah Hussain,1990-03-26,Nigeria,High,Retail,Verified,0,2023-12-04
CUST000100,Ethan Hall,1998-12-06,France,Low,Retail,Pending Review,0,2023-12-21
CUST000101,Noah Walker,1947-06-09,Italy,Low,Retail,Verified,1,2024-11-16
CUST000102,Mia Smith,1973-07-22,United States,Low,Corporate,Verified,0,2021-06-20
CUST000103,Sophia Young,1963-04-08,United Arab Emirates,Medium,Retail,Verified,0,2022-09-18
CUST000104,Hannah Smith,2003-02-11,Turkey,High,Retail,Verified,0,2024-11-16
CUST000105,Leo Thomas,1983-05-18,France,Low,Retail,Pending Review,0,2025-02-01
CUST000106,Hannah Patel,1965-05-31,Singapore,Low,Retail,Pending Review,0,2022-06-20
CUST000107,Zara Khan,1962-06-13,Spain,Low,Retail,Verified,0,2022-05-01
CUST000108,Noah Clarke,1961-06-04,United States,Low,Retail,Verified,0,2021-05-25
CUST000109,Muhammad Ali,1948-08-08,Germany,Low,Retail,Verified,0,2023-10-09
CUST000110,Hannah Thomas,1991-01-05,Netherlands,Low,Retail,Verified,0,2024-03-06
CUST000111,Daniel Clarke,1954-08-30,France,Low,Retail,Pending Review,0,2022-08-30
CUST000112,Daniel Thomas,1978-01-21,Canada,Low,Retail,Pending Review,0,2024-04-19
CUST000113,Sophia Young,1950-06-16,Italy,Low,Private Banking,Verified,0,2025-10-28
CUST000114,Sophia Taylor,1981-09-27,Italy,Low,Retail,Verified,0,2026-07-08
CUST000115,Daniel Khan,1976-04-27,France,Low,Retail,Verified,0,2023-03-26
CUST000116,Lucas Wright,2002-05-16,Pakistan,Medium,Retail,Verified,0,2024-07-01
CUST000117,Adam Smith,1944-04-11,Canada,Low,SME,Pending Review,0,2024-11-03
CUST000118,Lucas Brown,1947-01-09,United Kingdom,Low,Retail,Pending Review,0,2026-01-29
CUST000119,Adam Hall,1992-03-03,Germany,Low,Retail,Verified,1,2023-07-23
CUST000120,Daniel Green,1953-06-11,Nigeria,High,SME,Verified,0,2025-04-02
CUST000121,Daniel Miller,1956-12-30,Canada,Low,Retail,Verified,0,2025-09-03
CUST000122,Maya Ali,1997-06-07,Germany,Low,Retail,Verified,0,2023-05-31
CUST000123,Daniel Ali,1965-08-19,Netherlands,Low,Retail,Verified,0,2021-08-30
CUST000124,Daniel Hall,1969-01-28,Nigeria,High,Retail,Verified,0,2021-10-12
CUST000125,Amelia Hall,1961-06-01,Netherlands,Low,Retail,Verified,0,2022-03-24
CUST000126,Amelia Khan,2004-09-10,Turkey,High,Retail,Verified,0,2024-08-17
CUST000127,Zara Patel,1989-10-06,Italy,Low,Retail,Verified,0,2022-05-06
CUST000128,Oliver Thomas,1950-02-08,United States,Low,Retail,Verified,0,2023-03-10
CUST000129,James Patel,1987-09-10,France,Low,Retail,Verified,0,2024-01-20
CUST000130,Lucas Brown,1994-01-26,Spain,Low,Retail,Verified,0,2022-10-16
CUST000131,Sophia Davies,2001-07-16,United States,Low,Corporate,Verified,0,2024-11-28
CUST000132,Fatima Walker,1953-05-03,Canada,Low,Retail,Verified,0,2022-10-14
CUST000133,Aisha Robinson,2002-12-08,Italy,Low,Corporate,Verified,0,2023-04-26
CUST000134,Zara Khan,1971-05-30,United States,Low,Corporate,Verified,0,2023-12-13
CUST000135,Noah Ali,1953-06-07,Germany,Low,Retail,Verified,0,2024-10-15
CUST000136,Grace Brown,1987-06-14,India,Medium,Retail,Verified,0,2024-07-23
CUST000137,Daniel Ahmed,1990-03-24,Italy,Low,Retail,Verified,0,2022-04-10
CUST000138,Mia Hall,1944-12-08,Spain,Low,Retail,Pending Review,0,2022-12-19
CUST000139,Hannah Patel,1968-05-11,Turkey,High,Retail,Verified,0,2023-03-20
CUST000140,Hannah Smith,1968-12-03,Germany,Low,Retail,Verified,0,2021-09-08
CUST000141,Mia Green,1958-12-06,Netherlands,Low,Corporate,Verified,0,2021-06-07
CUST000142,Fatima Smith,1947-11-19,India,Medium,Retail,Verified,0,2022-07-12
CUST000143,Hannah Robinson,2003-03-15,France,Low,Retail,Verified,0,2021-05-21
CUST000144,Adam Smith,1964-08-15,Spain,Low,SME,Verified,0,2025-12-31
CUST000145,Adam Ahmed,1975-08-24,Pakistan,Medium,Retail,Verified,0,2024-07-27
CUST000146,Adam Patel,1958-05-25,Turkey,High,Retail,Verified,0,2021-12-21
CUST000147,Lucas Wright,1996-08-24,Italy,Low,Retail,Verified,0,2025-05-01
CUST000148,Fatima Patel,1980-05-15,United Arab Emirates,Medium,Retail,Verified,0,2023-07-03
CUST000149,Fatima Young,1964-09-15,United Kingdom,Low,Retail,Verified,0,2022-03-16
CUST000150,Lucas Thomas,1952-07-09,France,Low,Retail,Verified,0,2024-12-06
CUST000151,Ali Wilson,1978-02-17,United Arab Emirates,Medium,Retail,Pending Review,1,2023-12-11
CUST000152,Sophia Young,1955-05-10,Netherlands,Low,Retail,Verified,0,2021-08-18
CUST000153,Maya Jones,1993-02-26,Germany,Low,Retail,Pending Review,0,2024-01-30
CUST000154,Aisha Ali,1951-02-04,Italy,Low,Retail,Verified,0,2026-01-27
CUST000155,Isabella Ahmed,1995-08-23,India,Medium,Retail,Verified,0,2022-08-18
CUST000156,Aisha Patel,1950-09-20,Canada,Low,Retail,Verified,0,2021-04-04
CUST000157,Noah Davies,1994-02-24,United States,Low,Retail,Verified,0,2023-01-15
CUST000158,Leo Khan,1944-10-01,Italy,Low,Retail,Verified,0,2024-11-24
CUST000159,Lucas Jones,1977-10-06,India,Medium,Retail,Verified,0,2026-02-24
CUST000160,Aisha Walker,1943-10-24,Spain,Low,SME,Verified,0,2024-06-09
CUST000161,Noah Brown,2000-01-25,India,Medium,SME,Verified,0,2026-04-14
CUST000162,Hannah Clarke,1985-08-07,Italy,Low,Retail,Verified,0,2022-03-07
CUST000163,James Miller,2003-04-08,United Arab Emirates,Medium,Corporate,Verified,1,2023-06-27
CUST000164,Ethan Smith,1984-02-28,Spain,Low,SME,Verified,0,2024-06-20
CUST000165,Isabella Jones,1952-01-16,Singapore,Low,Retail,Verified,0,2023-08-15
CUST000166,Lucas Young,1954-06-21,Singapore,Low,Private Banking,Verified,0,2025-12-15
CUST000167,Adam Ali,1968-12-11,Pakistan,Medium,Retail,Verified,0,2022-06-16
CUST000168,Zara Thomas,2001-06-11,Pakistan,Medium,Retail,Verified,0,2026-05-11
CUST000169,Fatima Patel,1952-07-14,Turkey,High,Retail,Verified,0,2021-03-16
CUST000170,Ethan Robinson,1951-01-24,France,Low,SME,Verified,0,2024-04-19
CUST000171,Oliver Clarke,1994-07-08,United Arab Emirates,Medium,Retail,Pending Review,0,2022-03-09
CUST000172,Ali Wilson,1971-08-06,United Arab Emirates,Medium,Retail,Verified,0,2021-06-28
CUST000173,Ethan Patel,1967-08-21,Spain,Low,Retail,Verified,0,2025-08-24
CUST000174,Grace Taylor,1986-01-19,Singapore,Low,Retail,Verified,0,2022-02-06
CUST000175,Leo Ahmed,1960-12-02,Netherlands,Low,Retail,Verified,0,2022-07-05
CUST000176,Maya Ahmed,1955-10-10,United States,Low,Private Banking,Verified,0,2022-09-19
CUST000177,Lucas Wright,1985-05-18,Italy,Low,Corporate,Verified,0,2025-09-03
CUST000178,Grace Davies,1980-01-29,India,Medium,SME,Verified,0,2023-06-11
CUST000179,Oliver Hall,1996-11-05,Pakistan,Medium,Corporate,Verified,0,2022-06-28
CUST000180,Maya Smith,2003-07-05,Nigeria,High,Corporate,Verified,0,2025-05-07
CUST000181,Leo Davies,2004-11-06,Turkey,High,Retail,Verified,0,2022-01-01
CUST000182,James Jones,1998-08-02,Canada,Low,Retail,Verified,0,2023-02-17
CUST000183,Zara Ahmed,1968-02-02,Singapore,Low,SME,Verified,0,2025-03-05
CUST000184,Daniel Smith,1977-05-14,Canada,Low,Retail,Verified,0,2025-02-20
CUST000185,Oliver Clarke,1968-04-21,Nigeria,High,Private Banking,Verified,0,2023-09-29
CUST000186,Sophia Hall,1950-03-31,Netherlands,Low,Retail,Verified,0,2021-07-31
CUST000187,Lucas Ahmed,2007-05-24,Pakistan,Medium,SME,Verified,0,2024-06-24
CUST000188,Leo Davies,1984-01-20,Nigeria,High,Retail,Verified,0,2024-12-17
CUST000189,Zara Thomas,1992-06-02,Germany,Low,SME,Verified,0,2022-04-19
CUST000190,James Smith,1956-11-16,Netherlands,Low,Retail,Verified,0,2023-08-15
CUST000191,Adam Miller,1991-02-05,Netherlands,Low,Retail,Failed,0,2024-11-07
CUST000192,Mia Davies,1945-08-05,Italy,Low,Retail,Verified,0,2025-12-01
CUST000193,Ali Hussain,2004-09-16,Spain,Low,Corporate,Verified,0,2023-04-18
CUST000194,Grace Young,1947-05-07,Nigeria,High,SME,Verified,0,2025-03-04
CUST000195,Hannah Miller,1984-07-14,Germany,Low,Retail,Verified,0,2023-09-19
CUST000196,Fatima Wright,2000-07-23,Italy,Low,Retail,Verified,0,2023-08-02
CUST000197,Ethan Hussain,1964-10-22,Canada,Low,Retail,Verified,0,2023-05-28
CUST000198,Sophia Clarke,1971-08-01,Spain,Low,Retail,Verified,0,2022-01-26
CUST000199,Ethan Ahmed,1960-01-09,Germany,Low,Retail,Verified,0,2024-08-03
CUST000200,Sophia Green,1947-04-15,Singapore,Low,Retail,Verified,0,2025-12-01
CUST000201,Grace Taylor,1977-06-30,United Arab Emirates,Medium,Retail,Verified,0,2022-07-05
CUST000202,Leo Jones,1991-07-20,Spain,Low,Retail,Pending Review,0,2023-11-08
CUST000203,James Patel,1967-03-04,Pakistan,Medium,Retail,Verified,0,2021-10-06
CUST000204,James Walker,1955-05-02,France,Low,SME,Verified,0,2021-08-22
CUST000205,Adam Brown,1969-10-10,United Kingdom,Low,Corporate,Verified,0,2022-12-07
CUST000206,Amelia Wilson,1943-12-07,France,Low,SME,Verified,0,2022-11-24
CUST000207,Mia Wilson,1965-02-27,United Kingdom,Low,Retail,Verified,0,2021-11-23
CUST000208,Daniel Jones,1956-08-22,Germany,Low,Private Banking,Verified,0,2026-06-30
CUST000209,Muhammad Hall,1974-02-08,Canada,Low,SME,Verified,0,2022-08-25
CUST000210,Oliver Walker,1949-02-25,Germany,Low,Retail,Pending Review,0,2022-03-20
CUST000211,Adam Taylor,1971-01-20,Turkey,High,Retail,Verified,0,2022-05-03
CUST000212,Sophia Taylor,1947-10-31,Singapore,Low,Retail,Verified,0,2023-08-02
CUST000213,Daniel Smith,1998-10-05,India,Medium,SME,Pending Review,0,2023-07-10
CUST000214,Sophia Hall,1952-06-02,Italy,Low,Retail,Verified,0,2026-03-22
CUST000215,James Green,1949-10-17,United States,Low,Retail,Verified,0,2024-04-24
CUST000216,Maya Smith,1980-10-01,Singapore,Low,Retail,Verified,0,2026-03-12
CUST000217,Oliver Ahmed,1971-12-30,United Kingdom,Low,SME,Pending Review,0,2024-03-05
CUST000218,Maya Green,1960-01-19,Canada,Low,Retail,Verified,0,2023-07-09
CUST000219,Aisha Davies,1980-07-23,Singapore,Low,Retail,Verified,0,2024-05-28
CUST000220,Sophia Brown,1989-03-03,India,Medium,Retail,Verified,0,2021-04-13
CUST000221,James Robinson,1995-09-20,Germany,Low,Retail,Verified,0,2022-05-19
CUST000222,Fatima Wright,1981-06-26,United Arab Emirates,Medium,Private Banking,Verified,0,2023-04-21
CUST000223,Muhammad Ahmed,1967-03-29,Spain,Low,Private Banking,Verified,0,2024-12-27
CUST000224,Lucas Green,1985-09-06,Singapore,Low,Retail,Pending Review,0,2022-10-08
CUST000225,Fatima Davies,1955-01-03,India,Medium,Retail,Verified,0,2021-10-08
CUST000226,James Green,1989-11-27,Singapore,Low,Retail,Verified,0,2024-05-09
CUST000227,Ethan Patel,1997-12-02,India,Medium,Retail,Verified,0,2024-05-31
CUST000228,Mia Green,1999-04-15,United Kingdom,Low,Retail,Verified,0,2024-10-31
CUST000229,Noah Young,1992-11-18,United Arab Emirates,Medium,Retail,Verified,0,2024-09-23
CUST000230,Amelia Thomas,1963-02-22,Netherlands,Low,Retail,Verified,0,2022-06-25
CUST000231,Isabella Ali,1982-01-16,India,Medium,Retail,Verified,0,2026-06-10
CUST000232,Fatima Wilson,1955-03-02,Nigeria,High,Retail,Verified,0,2023-09-24
CUST000233,Ali Robinson,1975-11-18,India,Medium,Retail,Verified,0,2022-06-28
CUST000234,James Patel,2000-10-24,Netherlands,Low,Corporate,Verified,0,2024-03-21
CUST000235,Fatima Khan,1999-07-23,United Arab Emirates,Medium,Retail,Verified,0,2022-12-14
CUST000236,Aisha Green,1946-07-25,Canada,Low,Retail,Verified,0,2024-12-27
CUST000237,Daniel Brown,1953-05-01,Netherlands,Low,Retail,Verified,0,2025-02-12
CUST000238,Zara Robinson,1998-01-10,United States,Low,Retail,Failed,0,2022-09-12
CUST000239,Zara Walker,2004-06-01,Turkey,High,Retail,Verified,0,2022-08-04
CUST000240,Isabella Hall,1952-09-04,Italy,Low,Private Banking,Pending Review,0,2021-05-18
CUST000241,James Patel,1948-03-16,Italy,Low,Retail,Verified,0,2022-11-04
CUST000242,Sophia Hall,1968-07-19,Italy,Low,Retail,Verified,0,2021-04-28
CUST000243,Zara Green,1977-10-08,Nigeria,High,Retail,Verified,0,2022-08-31
CUST000244,Daniel Ali,1964-07-01,Singapore,Low,Retail,Verified,0,2023-02-01
CUST000245,Amelia Robinson,2004-08-28,India,Medium,Retail,Verified,0,2024-02-10
CUST000246,Adam Davies,1960-06-16,Turkey,High,SME,Verified,0,2025-09-01
CUST000247,Isabella Thomas,1989-01-04,Turkey,High,Retail,Verified,0,2024-07-06
CUST000248,Hannah Green,1984-12-15,Germany,Low,Retail,Verified,0,2024-07-18
CUST000249,Aisha Davies,1967-01-12,Nigeria,High,Retail,Verified,0,2023-05-25
CUST000250,Fatima Hussain,1960-05-04,France,Low,Retail,Verified,0,2024-02-04
CUST000251,Amelia Taylor,1999-01-17,Canada,Low,SME,Verified,0,2023-12-19
CUST000252,Adam Walker,1958-02-10,United Kingdom,Low,SME,Verified,0,2021-12-15
CUST000253,Sophia Clarke,1966-09-23,Pakistan,Medium,Retail,Pending Review,0,2024-11-23
CUST000254,Zara Hussain,1977-02-09,Canada,Low,SME,Verified,0,2023-05-16
CUST000255,Sophia Robinson,2004-11-24,France,Low,SME,Verified,0,2021-10-11
CUST000256,Amelia Ahmed,1970-03-26,France,Low,Retail,Verified,0,2023-03-07
CUST000257,Lucas Green,1943-08-14,Netherlands,Low,Retail,Pending Review,0,2021-12-22
CUST000258,Ethan Jones,1995-03-16,Germany,Low,Retail,Verified,1,2022-09-24
CUST000259,Aisha Brown,1953-06-07,India,Medium,Retail,Verified,0,2023-04-11
CUST000260,Hannah Hall,1961-01-10,Canada,Low,Retail,Verified,1,2023-10-29
CUST000261,Ethan Davies,1994-05-10,Germany,Low,Retail,Verified,0,2024-07-30
CUST000262,Maya Davies,1951-02-19,Singapore,Low,Retail,Verified,0,2024-08-09
CUST000263,Grace Jones,1987-03-21,Spain,Low,Retail,Verified,0,2023-12-10
CUST000264,Lucas Walker,1985-04-19,Turkey,High,Retail,Verified,0,2023-03-19
CUST000265,Amelia Patel,1981-04-10,Singapore,Low,Retail,Verified,0,2024-06-24
CUST000266,Ali Wright,1974-08-17,Germany,Low,Corporate,Verified,0,2024-04-30
CUST000267,Oliver Davies,1949-09-19,India,Medium,Corporate,Verified,0,2024-10-10
CUST000268,Fatima Wright,1985-01-13,Germany,Low,Retail,Verified,0,2024-02-28
CUST000269,Oliver Clarke,1985-10-12,Netherlands,Low,Retail,Verified,0,2023-01-22
CUST000270,Sophia Walker,1946-05-25,United Kingdom,Low,Corporate,Verified,0,2022-09-10
CUST000271,Oliver Patel,1951-11-24,Italy,Low,Retail,Verified,0,2026-05-08
CUST000272,Mia Clarke,1986-12-01,Pakistan,Medium,Retail,Verified,0,2022-03-08
CUST000273,Leo Wilson,2002-12-06,Netherlands,Low,Private Banking,Verified,0,2022-04-27
CUST000274,Ethan Patel,1951-03-20,United Kingdom,Low,Retail,Failed,0,2025-03-15
CUST000275,Adam Ali,1963-07-31,Nigeria,High,Retail,Verified,0,2025-05-16
CUST000276,Leo Jones,1972-09-24,Netherlands,Low,Retail,Verified,0,2025-01-11
CUST000277,Lucas Smith,1996-05-12,Italy,Low,Private Banking,Verified,0,2021-09-04
CUST000278,Zara Clarke,1967-03-24,Singapore,Low,Retail,Verified,0,2024-06-05
CUST000279,Grace Hussain,1996-12-26,Spain,Low,Retail,Verified,0,2023-10-18
CUST000280,Ethan Patel,1996-11-28,Italy,Low,SME,Verified,0,2021-11-27
CUST000281,Leo Hall,1972-02-05,India,Medium,Retail,Verified,0,2021-07-07
CUST000282,Hannah Khan,1995-09-04,United Kingdom,Low,Retail,Verified,0,2026-07-12
CUST000283,Amelia Patel,1970-05-07,France,Low,Retail,Verified,0,2021-06-18
CUST000284,Noah Ali,1968-08-03,United States,Low,Retail,Verified,0,2023-11-10
CUST000285,Aisha Miller,1952-07-27,United Arab Emirates,Medium,SME,Failed,0,2025-10-16
CUST000286,Daniel Miller,1997-05-29,United States,Low,Retail,Verified,0,2021-12-21
CUST000287,Mia Khan,1999-10-22,France,Low,Retail,Verified,0,2025-05-02
CUST000288,Maya Brown,1952-04-11,United States,Low,Retail,Verified,0,2024-07-24
CUST000289,Maya Taylor,1977-03-06,France,Low,Retail,Verified,0,2022-02-28
CUST000290,Grace Young,1970-04-13,Italy,Low,Retail,Verified,0,2026-03-24
CUST000291,Adam Patel,1977-11-12,Germany,Low,Retail,Pending Review,1,2021-04-18
CUST000292,Leo Jones,1955-01-25,Italy,Low,SME,Pending Review,0,2026-06-08
CUST000293,James Walker,1981-07-04,Pakistan,Medium,Retail,Verified,0,2024-03-15
CUST000294,Maya Davies,1989-03-02,Germany,Low,Retail,Pending Review,0,2025-08-28
CUST000295,Lucas Taylor,2000-02-12,Nigeria,High,Retail,Verified,0,2023-12-27
CUST000296,Aisha Ahmed,1986-05-23,Pakistan,Medium,Retail,Verified,0,2023-08-06
CUST000297,Ethan Ahmed,1975-05-02,Singapore,Low,SME,Verified,0,2025-11-14
CUST000298,Maya Hussain,1973-10-31,United States,Low,Retail,Verified,0,2023-12-23
CUST000299,Oliver Hussain,1987-01-16,Canada,Low,SME,Verified,0,2025-11-19
CUST000300,Noah Smith,2003-07-13,United Kingdom,Low,Retail,Verified,0,2021-04-23
CUST000301,Isabella Taylor,1955-04-08,Singapore,Low,Retail,Verified,0,2026-02-03
CUST000302,Noah Wright,2002-04-19,Netherlands,Low,Private Banking,Pending Review,0,2023-12-04
CUST000303,Leo Robinson,1967-06-14,Pakistan,Medium,Retail,Verified,0,2024-10-28
CUST000304,Ali Wilson,1960-09-30,Canada,Low,SME,Verified,0,2025-09-08
